EMPRESA;IDENTIFICACAO;PRODUTO_REFERENCIA;CODIGO_DE_BARRAS;TAMANHO;COR;QTDE_ESTOQUE_ATUAL;QTDE_ESTOQUE_MINIMO
73829973763116;00 - CD;46.351.27.KIT;474856189890;G;ROSA;0.000;2.000
73829973763116;00 - CD;66.546.74.XPT;165310668691;38;VERMELHO;2.000;0.000
73829973763116;00 - CD;19.873.88.KIT;592196349500;PP;AZUL;25.000;0.000
73829973763116;00 - CD;19.873.88.KIT;844915000247;GG;AZUL;12.000;3.000
73829973763116;00 - CD;19.873.88.KIT;213613167262;46;VERDE;5.000;0.000
73829973763116;00 - CD;08.686.38.FEM;261376043401;PP;VERDE;25.000;2.000
73829973763116;00 - CD;08.686.38.FEM;412294339643;36;CARAMELO;12.000;1.000
73829973763116;00 - CD;48.655.59.ABC;778573614693;44;PRETO;12.000;0.000
73829973763116;00 - CD;08.045.84.KIT;716246974602;GG;CINZA;3.000;0.000
73829973763116;00 - CD;08.045.84.KIT;587475733932;34;ESTAMPADO;0.000;3.000
73829973763116;00 - CD;08.045.84.KIT;560286174952;46;MARSALA;0.000;2.000
73829973763116;00 - CD;08.045.84.KIT;834974684710;G;JEANS;0.000;1.000
73829973763116;00 - CD;08.045.84.KIT;349690811086;GG;VERDE;8.000;2.000
73829973763116;00 - CD;73.011.33.000;786487096303;40;JEANS;12.000;3.000
73829973763116;00 - CD;73.011.33.000;216027731576;34;VERDE;1.000;1.000
73829973763116;00 - CD;73.011.33.000;493414548246;42;VINHO;1.000;2.000
73829973763116;00 - CD;52.743.72.000;375277583559;P;VERMELHO;40.000;2.000
73829973763116;00 - CD;52.743.72.000;803658314955;34;NUDE;1.000;3.000
73829973763116;00 - CD;77.899.08.ABC;992435145404;GG;CINZA;0.000;3.000
73829973763116;00 - CD;77.899.08.ABC;185066640000;GG;AZUL;0.000;3.000
73829973763116;00 - CD;77.899.08.ABC;404960770676;UNICO;ESTAMPADO;40.000;3.000
73829973763116;00 - CD;30.465.98.000;747106020020;46;JEANS;25.000;2.000
73829973763116;00 - CD;30.465.98.000;100589089815;M;VINHO;0.000;1.000
73829973763116;00 - CD;30.465.98.000;501006155343;42;ESTAMPADO;40.000;0.000
73829973763116;00 - CD;30.465.98.000;560886164243;34;NUDE;1.000;3.000
73829973763116;00 - CD;97.366.30.KIT;390227893885;GG;NUDE;3.000;2.000
73829973763116;00 - CD;97.366.30.KIT;887591347357;P;CARAMELO;25.000;2.000
73829973763116;00 - CD;97.366.30.KIT;467085881941;U;NUDE;3.000;2.000
73829973763116;00 - CD;97.366.30.KIT;532021148909;38;VERMELHO;8.000;3.000
73829973763116;00 - CD;97.366.30.KIT;350085185459;G;MARSALA;3.000;1.000
73829973763116;00 - CD;97.366.30.KIT;587954914873;42;MARSALA;8.000;0.000
73829973763116;00 - CD;49.183.58.MEN;783567056642;XG;CARAMELO;12.000;3.000
73829973763116;00 - CD;35.554.80.MEN;193262335775;U;JEANS;12.000;2.000
73829973763116;00 - CD;35.554.80.MEN;978032647374;46;MARSALA;8.000;3.000
73829973763116;00 - CD;89.522.13.FEM;958147382286;42;JEANS;25.000;2.000
73829973763116;00 - CD;89.522.13.FEM;492701040677;44;JEANS;25.000;3.000
73829973763116;00 - CD;89.522.13.FEM;197355568749;44;BEGE;25.000;0.000
73829973763116;00 - CD;37.304.06.000;564247655628;UNICO;BEGE;0.000;1.000
73829973763116;00 - CD;37.304.06.000;535508005456;46;PRETO;3.000;0.000
73829973763116;00 - CD;93.633.55.KIT;694253764278;36;MARSALA;5.000;1.000
73829973763116;00 - CD;78.605.08.FEM;309455377275;PP;ESTAMPADO;25.000;2.000
73829973763116;00 - CD;78.605.08.FEM;614510329468;PP;OFF WHITE;0.000;0.000
73829973763116;00 - CD;78.605.08.FEM;678106500309;42;VERDE;2.000;3.000
73829973763116;00 - CD;78.605.08.FEM;332857665552;XG;NUDE;12.000;3.000
73829973763116;00 - CD;78.605.08.FEM;909171750637;38;OFF WHITE;1.000;2.000
73829973763116;00 - CD;78.605.08.FEM;861296418536;34;PRETO;5.000;1.000
73829973763116;00 - CD;05.530.91.XPT;442491440307;P;VINHO;1.000;2.000
73829973763116;00 - CD;05.530.91.XPT;385424323744;42;OFF WHITE;0.000;0.000
73829973763116;00 - CD;05.530.91.XPT;318060166667;38;ROSA;8.000;1.000
73829973763116;00 - CD;05.530.91.XPT;323696455429;40;NUDE;2.000;1.000
73829973763116;00 - CD;05.530.91.XPT;774835817286;PP;CARAMELO;25.000;0.000
73829973763116;00 - CD;05.420.46.000;683698427973;XG;ROSA;5.000;0.000
73829973763116;00 - CD;05.420.46.000;933450919449;38;BEGE;0.000;3.000
73829973763116;00 - CD;05.420.46.000;916186110448;PP;VERMELHO;40.000;1.000
73829973763116;00 - CD;05.420.46.000;884107786098;42;JEANS;8.000;0.000
73829973763116;00 - CD;46.979.25.MEN;852816554933;P;JEANS;0.000;0.000
73829973763116;00 - CD;46.979.25.MEN;875255285235;40;VERDE;1.000;1.000
73829973763116;00 - CD;46.979.25.MEN;791363514271;UNICO;CINZA;3.000;1.000
73829973763116;00 - CD;09.851.78.MEN;796700344410;U;VERDE;1.000;1.000
73829973763116;00 - CD;09.851.78.MEN;827615662726;36;OFF WHITE;12.000;2.000
73829973763116;00 - CD;09.851.78.MEN;915721695837;M;BRANCO;3.000;2.000
73829973763116;00 - CD;66.383.03.XPT;876399038705;XG;CARAMELO;25.000;0.000
73829973763116;00 - CD;87.109.99.KIT;938065228128;PP;NUDE;12.000;3.000
73829973763116;00 - CD;87.109.99.KIT;379129665768;38;VERDE;5.000;3.000
73829973763116;00 - CD;87.109.99.KIT;877900984079;PP;VERMELHO;8.000;0.000
73829973763116;00 - CD;37.839.16.ABC;741395116933;38;BRANCO;5.000;1.000
73829973763116;00 - CD;37.839.16.ABC;150399590561;44;PRETO;5.000;0.000
73829973763116;00 - CD;37.839.16.ABC;573063027439;34;OFF WHITE;5.000;2.000
73829973763116;00 - CD;37.839.16.ABC;305866552235;38;CARAMELO;8.000;3.000
73829973763116;00 - CD;37.839.16.ABC;580081081233;42;CINZA;1.000;3.000
73829973763116;00 - CD;37.839.16.ABC;554697166397;36;OFF WHITE;25.000;1.000
73829973763116;00 - CD;42.164.00.FEM;544428241160;U;VINHO;8.000;1.000
73829973763116;00 - CD;42.164.00.FEM;955980124107;34;ESTAMPADO;5.000;2.000
73829973763116;00 - CD;42.164.00.FEM;484977538593;XG;MARSALA;12.000;1.000
73829973763116;00 - CD;42.164.00.FEM;807693730834;46;PRETO;5.000;1.000
73829973763116;00 - CD;42.164.00.FEM;487530145752;GG;VINHO;5.000;1.000
73829973763116;00 - CD;25.280.72.XPT;306236313989;PP;BEGE;3.000;0.000
73829973763116;00 - CD;25.280.72.XPT;983694856256;PP;PRETO;3.000;2.000
73829973763116;00 - CD;25.280.72.XPT;145792178259;M;MARSALA;8.000;3.000
73829973763116;00 - CD;25.280.72.XPT;986390187447;38;OFF WHITE;5.000;2.000
73829973763116;00 - CD;25.280.72.XPT;727115950361;GG;OFF WHITE;5.000;3.000
73829973763116;00 - CD;25.280.72.XPT;865538757906;GG;VERMELHO;0.000;0.000
73829973763116;00 - CD;60.131.94.MEN;788479202468;XG;PRETO;0.000;2.000
73829973763116;00 - CD;60.131.94.MEN;168869059316;U;CARAMELO;0.000;1.000
73829973763116;00 - CD;60.131.94.MEN;411959156051;P;VERMELHO;2.000;1.000
73829973763116;00 - CD;60.131.94.MEN;444085126755;PP;ESTAMPADO;40.000;0.000
73829973763116;00 - CD;60.131.94.MEN;425008129028;GG;VERMELHO;0.000;1.000
73829973763116;00 - CD;35.490.82.FEM;526311864325;G;JEANS;25.000;1.000
73829973763116;00 - CD;35.490.82.FEM;987424478292;38;ROSA;25.000;3.000
73829973763116;00 - CD;35.490.82.FEM;393469851340;46;MARSALA;1.000;3.000
73829973763116;00 - CD;35.490.82.FEM;511917845725;44;AZUL;5.000;0.000
73829973763116;00 - CD;12.565.00.ABC;438584136122;40;CARAMELO;1.000;1.000
73829973763116;00 - CD;12.565.00.ABC;464657244060;P;CINZA;2.000;0.000
73829973763116;00 - CD;12.565.00.ABC;801284752137;34;PRETO;0.000;0.000
73829973763116;00 - CD;12.565.00.ABC;333624456471;40;ESTAMPADO;25.000;1.000
73829973763116;00 - CD;12.565.00.ABC;688769080470;36;NUDE;0.000;1.000
73829973763116;00 - CD;12.565.00.ABC;323296877557;34;BRANCO;5.000;3.000
73829973763116;00 - CD;11.969.10.000;802857543414;40;BRANCO;8.000;3.000
73829973763116;00 - CD;11.969.10.000;537149834139;GG;VERMELHO;12.000;0.000
73829973763116;00 - CD;50.546.89.FEM;144288163640;GG;BRANCO;12.000;0.000
73829973763116;00 - CD;50.546.89.FEM;111857449908;U;OFF WHITE;0.000;2.000
73829973763116;00 - CD;50.546.89.FEM;417676370677;36;OFF WHITE;25.000;0.000
73829973763116;00 - CD;50.546.89.FEM;884880198239;PP;CARAMELO;12.000;3.000
73829973763116;00 - CD;08.295.25.ABC;367812633637;42;NUDE;5.000;1.000
73829973763116;00 - CD;08.295.25.ABC;881699673818;44;ESTAMPADO;40.000;0.000
73829973763116;00 - CD;08.295.25.ABC;708847666866;36;ROSA;8.000;0.000
73829973763116;00 - CD;08.295.25.ABC;721641253854;GG;CINZA;2.000;1.000
73829973763116;00 - CD;08.295.25.ABC;678054337676;U;AZUL;25.000;2.000
73829973763116;00 - CD;08.295.25.ABC;541131931713;XG;ROSA;25.000;3.000
73829973763116;00 - CD;59.173.69.000;526248127162;44;ROSA;40.000;3.000
73829973763116;00 - CD;59.173.69.000;400017349261;46;OFF WHITE;40.000;1.000
73829973763116;00 - CD;59.173.69.000;760417787212;42;BEGE;40.000;3.000
73829973763116;00 - CD;59.173.69.000;195145242690;42;BRANCO;3.000;1.000
73829973763116;00 - CD;59.173.69.000;116440053633;PP;CINZA;2.000;0.000
73829973763116;00 - CD;59.173.69.000;507646495602;46;BEGE;3.000;2.000
73829973763116;00 - CD;73.300.21.000;821805132723;GG;OFF WHITE;2.000;3.000
73829973763116;00 - CD;73.300.21.000;639671875413;M;CARAMELO;3.000;1.000
73829973763116;00 - CD;84.722.31.FEM;684914886377;42;NUDE;40.000;1.000
73829973763116;00 - CD;84.722.31.FEM;119643474851;40;VERMELHO;5.000;1.000
73829973763116;00 - CD;77.758.90.KIT;816446583679;42;PRETO;25.000;1.000
73829973763116;00 - CD;77.758.90.KIT;371464774843;36;JEANS;3.000;3.000
73829973763116;00 - CD;73.215.37.KIT;609086096025;PP;ESTAMPADO;1.000;0.000
73829973763116;00 - CD;73.215.37.KIT;507350367003;UNICO;AZUL;0.000;0.000
73829973763116;00 - CD;70.955.35.ABC;258567522832;46;ESTAMPADO;12.000;3.000
73829973763116;00 - CD;70.955.35.ABC;350804053453;G;BEGE;0.000;1.000
73829973763116;00 - CD;70.955.35.ABC;459151458837;42;NUDE;8.000;3.000
73829973763116;00 - CD;70.955.35.ABC;290902752383;36;PRETO;0.000;0.000
73829973763116;00 - CD;70.955.35.ABC;511329732654;34;JEANS;0.000;3.000
73829973763116;00 - CD;10.135.51.MEN;798099570348;M;OFF WHITE;0.000;2.000
73829973763116;00 - CD;10.135.51.MEN;345581599902;UNICO;VERMELHO;5.000;0.000
73829973763116;00 - CD;10.135.51.MEN;421072155289;G;MARSALA;2.000;2.000
73829973763116;00 - CD;10.135.51.MEN;989704048211;38;ROSA;12.000;0.000
73829973763116;00 - CD;64.805.59.ABC;329878400750;G;PRETO;8.000;1.000
73829973763116;00 - CD;64.805.59.ABC;725721278861;46;OFF WHITE;12.000;1.000
73829973763116;00 - CD;64.805.59.ABC;664533120350;G;JEANS;5.000;2.000
73829973763116;00 - CD;64.805.59.ABC;767469864694;U;CINZA;0.000;1.000
73829973763116;00 - CD;64.805.59.ABC;767288120211;XG;PRETO;0.000;0.000
73829973763116;00 - CD;64.805.59.ABC;788037612024;XG;VERMELHO;2.000;2.000
73829973763116;00 - CD;53.901.32.KIT;235436434018;44;CINZA;25.000;1.000
73829973763116;00 - CD;53.901.32.KIT;265053276604;PP;JEANS;5.000;2.000
73829973763116;00 - CD;53.901.32.KIT;990140398585;GG;MARSALA;25.000;1.000
73829973763116;00 - CD;53.901.32.KIT;952091730262;M;CARAMELO;25.000;0.000
73829973763116;00 - CD;27.413.37.FEM;640814690745;38;VERDE;25.000;0.000
73829973763116;00 - CD;27.413.37.FEM;775652836614;P;ROSA;40.000;3.000
73829973763116;00 - CD;27.413.37.FEM;118046006510;34;BRANCO;25.000;1.000
73829973763116;00 - CD;27.413.37.FEM;118569555151;XG;PRETO;2.000;0.000
73829973763116;00 - CD;27.413.37.FEM;768358114721;34;CARAMELO;5.000;1.000
73829973763116;00 - CD;27.413.37.FEM;809941570757;XG;JEANS;25.000;2.000
73829973763116;00 - CD;51.642.11.000;565574043532;42;ROSA;12.000;3.000
73829973763116;00 - CD;51.642.11.000;118942056276;40;OFF WHITE;40.000;2.000
73829973763116;00 - CD;51.272.70.MEN;479550075427;44;ROSA;0.000;1.000
73829973763116;00 - CD;51.272.70.MEN;678654403146;38;ROSA;12.000;0.000
73829973763116;00 - CD;51.272.70.MEN;109229913112;U;VINHO;0.000;1.000
73829973763116;00 - CD;51.272.70.MEN;732871887402;44;PRETO;5.000;0.000
73829973763116;00 - CD;51.272.70.MEN;230824385803;36;BRANCO;1.000;1.000
73829973763116;00 - CD;01.048.80.XPT;562462028710;P;JEANS;3.000;1.000
73829973763116;00 - CD;28.387.97.XPT;643683217965;42;BRANCO;8.000;0.000
73829973763116;00 - CD;45.211.89.FEM;751801552919;34;BRANCO;5.000;1.000
73829973763116;00 - CD;45.211.89.FEM;590303371273;38;BEGE;12.000;2.000
73829973763116;00 - CD;45.211.89.FEM;987365435063;G;BRANCO;3.000;2.000
73829973763116;00 - CD;20.376.94.ABC;954507259194;U;NUDE;0.000;1.000
73829973763116;00 - CD;20.376.94.ABC;223212636756;44;BRANCO;40.000;1.000
73829973763116;00 - CD;20.376.94.ABC;731926487659;42;VERDE;5.000;1.000
73829973763116;00 - CD;20.376.94.ABC;301763341480;36;VERMELHO;25.000;0.000
73829973763116;00 - CD;20.376.94.ABC;873916888793;36;VERMELHO;25.000;2.000
73829973763116;00 - CD;79.519.35.FEM;743616485301;38;AZUL;3.000;3.000
73829973763116;00 - CD;79.519.35.FEM;937693929945;46;VERDE;0.000;0.000
73829973763116;00 - CD;79.519.35.FEM;204867115559;UNICO;MARSALA;0.000;3.000
73829973763116;00 - CD;46.646.25.000;519232015179;G;CARAMELO;8.000;2.000
73829973763116;00 - CD;46.646.25.000;554477484825;P;MARSALA;40.000;0.000
73829973763116;00 - CD;46.646.25.000;993256624740;G;ROSA;25.000;3.000
73829973763116;00 - CD;86.172.71.000;300944500694;36;JEANS;40.000;0.000
73829973763116;00 - CD;43.003.55.XPT;621352344583;P;OFF WHITE;1.000;0.000
73829973763116;00 - CD;43.003.55.XPT;650384514232;M;BEGE;40.000;2.000
73829973763116;00 - CD;43.003.55.XPT;593390613855;GG;MARSALA;3.000;3.000
73829973763116;00 - CD;43.003.55.XPT;927389520456;GG;NUDE;3.000;3.000
73829973763116;00 - CD;43.003.55.XPT;212691255678;XG;PRETO;0.000;1.000
73829973763116;00 - CD;72.610.44.XPT;929366680630;46;BEGE;12.000;2.000
73829973763116;00 - CD;40.913.04.FEM;642109744147;UNICO;JEANS;2.000;0.000
73829973763116;00 - CD;40.913.04.FEM;960997051733;40;OFF WHITE;3.000;3.000
73829973763116;00 - CD;50.136.44.MEN;981305328579;M;PRETO;0.000;1.000
73829973763116;00 - CD;50.136.44.MEN;543401876727;34;JEANS;1.000;2.000
73829973763116;00 - CD;50.136.44.MEN;629140747554;U;BRANCO;25.000;1.000
73829973763116;00 - CD;44.022.62.MEN;323949714869;M;OFF WHITE;40.000;3.000
73829973763116;00 - CD;48.023.65.XPT;192690242431;36;CINZA;25.000;0.000
73829973763116;00 - CD;48.023.65.XPT;777953803249;G;NUDE;5.000;0.000
73829973763116;00 - CD;48.023.65.XPT;590064630450;PP;AZUL;12.000;2.000
73829973763116;00 - CD;48.023.65.XPT;334102260164;GG;ROSA;1.000;3.000
73829973763116;00 - CD;48.023.65.XPT;853686322402;44;BRANCO;0.000;2.000
73829973763116;00 - CD;62.051.72.000;369273861874;PP;ROSA;3.000;0.000
73829973763116;00 - CD;62.051.72.000;567224431829;46;VINHO;8.000;3.000
73829973763116;00 - CD;62.051.72.000;846547645285;36;BEGE;8.000;1.000
73829973763116;00 - CD;62.051.72.000;279471564887;46;VINHO;0.000;3.000
73829973763116;00 - CD;62.051.72.000;238528559317;M;ESTAMPADO;8.000;0.000
73829973763116;00 - CD;58.155.98.XPT;762292269973;34;CARAMELO;3.000;0.000
73829973763116;00 - CD;58.155.98.XPT;746328567568;G;JEANS;0.000;0.000
73829973763116;00 - CD;79.581.74.FEM;631690695503;34;VINHO;2.000;0.000
73829973763116;00 - CD;79.581.74.FEM;701348511701;46;CARAMELO;12.000;1.000
73829973763116;00 - CD;79.581.74.FEM;385458914004;G;CINZA;3.000;3.000
73829973763116;00 - CD;79.581.74.FEM;347052578722;42;PRETO;0.000;1.000
73829973763116;00 - CD;30.180.23.000;555741781887;44;CINZA;0.000;0.000
73829973763116;00 - CD;30.180.23.000;915860247686;44;NUDE;5.000;0.000
73829973763116;00 - CD;30.180.23.000;608989237617;UNICO;ROSA;2.000;0.000
73829973763116;00 - CD;30.180.23.000;248805825418;44;BRANCO;12.000;1.000
73829973763116;00 - CD;30.180.23.000;374691680765;XG;JEANS;0.000;2.000
73829973763116;00 - CD;30.180.23.000;169435399422;U;BRANCO;3.000;2.000
73829973763116;00 - CD;64.763.55.ABC;916149664783;44;CARAMELO;2.000;0.000
73829973763116;00 - CD;64.763.55.ABC;237754547351;46;VINHO;12.000;3.000
73829973763116;00 - CD;64.763.55.ABC;477527878979;U;AZUL;0.000;2.000
73829973763116;00 - CD;64.763.55.ABC;470056397268;PP;PRETO;3.000;3.000
73829973763116;00 - CD;64.763.55.ABC;478253235061;36;JEANS;25.000;0.000
73829973763116;00 - CD;64.763.55.ABC;605179175325;36;BEGE;0.000;2.000
73829973763116;00 - CD;38.196.99.ABC;804948924470;42;VERMELHO;1.000;0.000
73829973763116;00 - CD;38.196.99.ABC;732488162226;G;JEANS;12.000;3.000
73829973763116;00 - CD;38.196.99.ABC;817994779219;P;CINZA;25.000;0.000
73829973763116;00 - CD;38.196.99.ABC;263460204940;44;CARAMELO;0.000;2.000
73829973763116;00 - CD;38.196.99.ABC;935841331648;44;VINHO;1.000;2.000
73829973763116;00 - CD;50.321.83.MEN;524806992438;M;PRETO;0.000;3.000
73829973763116;00 - CD;50.321.83.MEN;926774995037;P;BEGE;2.000;3.000
73829973763116;00 - CD;51.774.45.000;717287160586;P;ESTAMPADO;2.000;2.000
73829973763116;00 - CD;51.774.45.000;103659677061;34;CINZA;25.000;2.000
73829973763116;00 - CD;51.774.45.000;714080756395;P;BRANCO;2.000;3.000
73829973763116;00 - CD;51.774.45.000;975148215717;36;BEGE;1.000;2.000
73829973763116;00 - CD;02.031.37.ABC;706107893926;XG;ROSA;5.000;1.000
73829973763116;00 - CD;02.031.37.ABC;592742501941;42;ESTAMPADO;0.000;1.000
73829973763116;00 - CD;02.031.37.ABC;844648481395;U;VERMELHO;5.000;1.000
73829973763116;00 - CD;13.732.49.000;503981168586;38;NUDE;40.000;0.000
73829973763116;00 - CD;13.732.49.000;961021194133;34;BEGE;40.000;2.000
73829973763116;00 - CD;13.732.49.000;372068687104;P;JEANS;5.000;0.000
73829973763116;00 - CD;64.209.01.FEM;466671590878;G;PRETO;8.000;0.000
73829973763116;00 - CD;64.209.01.FEM;904142425591;36;OFF WHITE;5.000;3.000
73829973763116;00 - CD;64.209.01.FEM;873699003696;U;BEGE;3.000;2.000
73829973763116;00 - CD;64.209.01.FEM;438742655545;46;ESTAMPADO;1.000;2.000
73829973763116;00 - CD;14.028.47.KIT;282656159480;U;BRANCO;0.000;0.000
73829973763116;00 - CD;14.028.47.KIT;982320932086;GG;BRANCO;25.000;1.000
73829973763116;00 - CD;14.028.47.KIT;188146918164;42;NUDE;2.000;3.000
73829973763116;00 - CD;14.028.47.KIT;380824526803;P;BEGE;3.000;0.000
73829973763116;00 - CD;88.244.84.XPT;616856755218;P;JEANS;25.000;0.000
73829973763116;00 - CD;88.244.84.XPT;239573683312;36;CINZA;0.000;3.000
73829973763116;00 - CD;88.244.84.XPT;165002361845;34;CINZA;25.000;1.000
73829973763116;00 - CD;88.244.84.XPT;447834633812;GG;ESTAMPADO;8.000;3.000
73829973763116;00 - CD;88.244.84.XPT;553431812359;40;OFF WHITE;2.000;1.000
73829973763116;00 - CD;56.829.91.FEM;678023786852;40;ESTAMPADO;1.000;3.000
73829973763116;00 - CD;56.829.91.FEM;781704227027;40;VINHO;5.000;2.000
73829973763116;00 - CD;56.829.91.FEM;527381610684;GG;CINZA;0.000;2.000
73829973763116;00 - CD;96.669.27.XPT;766312686452;M;BRANCO;8.000;2.000
73829973763116;00 - CD;96.669.27.XPT;481063285845;46;CARAMELO;5.000;2.000
73829973763116;00 - CD;96.669.27.XPT;990780308596;38;OFF WHITE;0.000;1.000
73829973763116;00 - CD;96.669.27.XPT;229834816376;36;PRETO;0.000;0.000
73829973763116;00 - CD;96.669.27.XPT;727199581052;UNICO;BRANCO;3.000;3.000
73829973763116;00 - CD;87.592.75.XPT;260173168166;XG;ESTAMPADO;2.000;3.000
73829973763116;00 - CD;87.592.75.XPT;815513656812;40;BEGE;40.000;0.000
73829973763116;00 - CD;87.592.75.XPT;595896025933;G;VERDE;1.000;2.000
73829973763116;00 - CD;56.455.36.MEN;285861172591;XG;PRETO;12.000;2.000
73829973763116;00 - CD;56.455.36.MEN;475795324341;40;CARAMELO;0.000;3.000
73829973763116;00 - CD;56.455.36.MEN;320487632253;40;JEANS;40.000;3.000
73829973763116;00 - CD;56.455.36.MEN;862337729157;PP;VERDE;3.000;2.000
73829973763116;00 - CD;72.832.32.MEN;854364068984;M;VERDE;5.000;0.000
73829973763116;00 - CD;72.832.32.MEN;748737168451;38;ROSA;1.000;3.000
73829973763116;00 - CD;72.832.32.MEN;574804669975;34;VINHO;40.000;0.000
73829973763116;00 - CD;72.832.32.MEN;160355093343;46;NUDE;1.000;3.000
73829973763116;00 - CD;72.832.32.MEN;296901441631;46;MARSALA;3.000;0.000
73829973763116;00 - CD;72.832.32.MEN;355395927554;42;BEGE;8.000;2.000
73829973763116;00 - CD;69.368.10.XPT;936280431937;40;ROSA;0.000;0.000
73829973763116;00 - CD;69.368.10.XPT;212476889515;PP;VERMELHO;3.000;1.000
73829973763116;00 - CD;69.368.10.XPT;767263579358;42;ESTAMPADO;25.000;2.000
73829973763116;00 - CD;69.368.10.XPT;157822940906;U;ESTAMPADO;0.000;0.000
73829973763116;00 - CD;69.368.10.XPT;203278740461;P;OFF WHITE;25.000;1.000
73829973763116;00 - CD;69.368.10.XPT;470026849006;UNICO;NUDE;0.000;3.000
73829973763116;00 - CD;73.798.34.XPT;526135410207;42;ESTAMPADO;8.000;3.000
73829973763116;00 - CD;73.798.34.XPT;550802914661;34;JEANS;8.000;1.000
73829973763116;00 - CD;73.798.34.XPT;808239150648;42;BEGE;1.000;1.000
73829973763116;00 - CD;73.798.34.XPT;207205338061;M;OFF WHITE;5.000;0.000
73829973763116;00 - CD;73.798.34.XPT;829558440895;U;ROSA;2.000;1.000
73829973763116;00 - CD;91.775.80.KIT;589216412732;GG;VINHO;2.000;3.000
73829973763116;00 - CD;91.775.80.KIT;758976780371;PP;NUDE;0.000;1.000
73829973763116;00 - CD;91.775.80.KIT;904951171534;GG;PRETO;8.000;2.000
73829973763116;00 - CD;57.063.29.FEM;466413199745;GG;VINHO;40.000;1.000
73829973763116;00 - CD;48.030.04.FEM;112549147236;GG;AZUL;0.000;1.000
73829973763116;00 - CD;48.030.04.FEM;674517012856;U;NUDE;40.000;3.000
73829973763116;00 - CD;48.030.04.FEM;950450966408;34;JEANS;1.000;0.000
73829973763116;00 - CD;48.030.04.FEM;901509966835;42;AZUL;25.000;0.000
73829973763116;00 - CD;48.030.04.FEM;625138936167;42;VERMELHO;5.000;1.000
73829973763116;00 - CD;48.030.04.FEM;537288453695;XG;NUDE;0.000;2.000
73829973763116;00 - CD;16.640.29.KIT;440988752141;M;NUDE;1.000;1.000
73829973763116;00 - CD;16.640.29.KIT;995538100803;G;PRETO;5.000;3.000
73829973763116;00 - CD;16.640.29.KIT;944081687685;46;MARSALA;25.000;0.000
73829973763116;00 - CD;16.640.29.KIT;904876048651;44;MARSALA;5.000;0.000
73829973763116;00 - CD;16.640.29.KIT;708339218677;U;BEGE;25.000;3.000
73829973763116;00 - CD;16.640.29.KIT;896080055700;42;JEANS;0.000;1.000
73829973763116;00 - CD;96.396.60.KIT;410992098671;UNICO;JEANS;3.000;2.000
73829973763116;00 - CD;96.396.60.KIT;892183127369;46;JEANS;12.000;0.000
73829973763116;00 - CD;80.506.46.FEM;262689723148;GG;VERDE;1.000;0.000
73829973763116;00 - CD;80.506.46.FEM;765017262557;34;VINHO;8.000;0.000
73829973763116;00 - CD;80.506.46.FEM;744396255022;36;CINZA;1.000;1.000
73829973763116;00 - CD;80.506.46.FEM;986905936542;M;MARSALA;1.000;3.000
73829973763116;00 - CD;80.506.46.FEM;991807170267;P;PRETO;0.000;1.000
73829973763116;00 - CD;65.870.65.000;376685130688;46;JEANS;3.000;2.000
73829973763116;00 - CD;65.870.65.000;791264863093;UNICO;NUDE;5.000;2.000
73829973763116;00 - CD;65.870.65.000;367505274520;44;BRANCO;8.000;1.000
73829973763116;00 - CD;65.870.65.000;841960022265;42;PRETO;2.000;2.000
73829973763116;00 - CD;65.870.65.000;237910932056;PP;BRANCO;2.000;2.000
73829973763116;00 - CD;27.605.60.FEM;566536216633;XG;VINHO;1.000;3.000
73829973763116;00 - CD;27.605.60.FEM;856207954359;44;OFF WHITE;1.000;3.000
73829973763116;00 - CD;27.605.60.FEM;642053012604;G;ESTAMPADO;8.000;2.000
73829973763116;00 - CD;27.605.60.FEM;758266346942;34;OFF WHITE;25.000;0.000
73829973763116;00 - CD;27.605.60.FEM;447443853906;U;ROSA;40.000;3.000
73829973763116;00 - CD;55.853.67.FEM;729811652750;46;PRETO;0.000;0.000
73829973763116;00 - CD;55.853.67.FEM;312945720627;42;PRETO;0.000;1.000
73829973763116;00 - CD;55.853.67.FEM;743404292301;M;VERDE;5.000;0.000
73829973763116;00 - CD;41.852.85.FEM;883884387232;PP;JEANS;8.000;1.000
73829973763116;00 - CD;41.852.85.FEM;259290861347;38;PRETO;1.000;0.000
73829973763116;00 - CD;93.985.18.KIT;454448363298;G;CARAMELO;8.000;0.000
73829973763116;00 - CD;93.985.18.KIT;925581503059;M;AZUL;0.000;3.000
73829973763116;00 - CD;93.985.18.KIT;744184948224;PP;VINHO;5.000;3.000
73829973763116;00 - CD;93.985.18.KIT;572787084989;PP;BEGE;3.000;2.000
73829973763116;00 - CD;93.985.18.KIT;463844720774;40;CARAMELO;1.000;1.000
73829973763116;00 - CD;93.985.18.KIT;566900840122;XG;ESTAMPADO;0.000;1.000
73829973763116;00 - CD;69.028.15.FEM;936698106825;38;MARSALA;5.000;3.000
73829973763116;00 - CD;69.028.15.FEM;378859256019;G;PRETO;8.000;0.000
73829973763116;00 - CD;90.585.46.XPT;882586765808;38;ESTAMPADO;40.000;2.000
73829973763116;00 - CD;90.585.46.XPT;742137628910;G;BEGE;1.000;3.000
73829973763116;00 - CD;90.585.46.XPT;931045630111;PP;BEGE;3.000;0.000
73829973763116;00 - CD;90.585.46.XPT;849171298216;PP;PRETO;2.000;0.000
